"","year","camp.length","deminc","base.poll","base.und","office","d.gone.neg","d.gone.neg.l1","d.gone.neg.l2","d.neg.frac.l3","week","dem.polls.l1","neg.rep.l1","neg.rep.l2","r.neg.frac.l3","num.rep.l1","num.dem.l1","undother.l1","r.neg.frac.l2","num.rep.l2","num.dem.l2","undother.l2","dem.contrib.l1","dem.contrib.l2","rep.contrib.l1","race","first.week","num.dem","demprcnt","d.neg.rec","rep.contrib.l2","d.neg.dur","dem.polls.l2","y2006","y2004","y2002","y2000","pos.prob.subset","missing","bart.sw","gbm.sw","gam.sw","bart.pscore","gbm.pscore","gam.pscore"
"64",2002,36,1,48.8372093023256,14,0,1,1,1,0,-19,56.1111111111111,1,0,0.0714285714285714,434,695,24,0.0666666666666667,0,615,24,793743.46,1165063.87,1020702.41,"CA-1-2002",-35,643,52.7127645212,3,747639.89,3,56.1111111111111,0,0,1,0,TRUE,FALSE,NA,NA,NA,NA,NA,NA
"65",2002,36,1,48.8372093023256,14,0,1,1,1,0.0666666666666667,-18,56.1111111111111,1,1,0.0666666666666667,432,643,24,0.125,434,695,24,1541748.74,793743.46,1097842.41,"CA-1-2002",-35,241,52.7127645212,4,1020702.41,4,56.1111111111111,0,0,1,0,TRUE,FALSE,NA,NA,NA,NA,NA,NA
"66",2002,36,1,48.8372093023256,14,0,1,1,1,0.125,-17,49.4761904761905,0,1,0.125,0,241,27.5,0.176470588235294,432,643,24,302240.04,1541748.74,307990,"CA-1-2002",-35,959,52.7127645212,5,1097842.41,5,56.1111111111111,0,0,1,0,TRUE,FALSE,NA,NA,NA,NA,NA,NA
"67",2002,36,1,48.8372093023256,14,0,1,1,1,0.176470588235294,-16,49.4761904761905,0.529032258064516,0,0.176470588235294,155,959,27.5,0.166666666666667,0,241,27.5,320808.25,302240.04,367151.2,"CA-1-2002",-35,729,52.7127645212,5,307990,6,49.4761904761905,0,0,1,0,TRUE,FALSE,NA,NA,NA,NA,NA,NA
"68",2002,36,1,48.8372093023256,14,0,1,1,1,0.222222222222222,-15,49.4761904761905,0.371681415929204,0.529032258064516,0.166666666666667,113,729,27.5,0.210526315789474,155,959,27.5,174128.18,320808.25,419922.31,"CA-1-2002",-35,650,52.7127645212,5,367151.2,7,49.4761904761905,0,0,1,0,TRUE,FALSE,NA,NA,NA,NA,NA,NA
"69",2002,36,1,48.8372093023256,14,0,1,1,1,0.3,-13,49.4761904761905,0,0,0.25,0,843,27.5,0.238095238095238,0,650,27.5,647743.75,245010.09,475658.62,"CA-1-2002",-35,1174,52.7127645212,5,406601.69,9,49.4761904761905,0,0,1,0,TRUE,FALSE,NA,NA,NA,NA,NA,NA
"70",2002,36,1,48.8372093023256,14,0,1,1,1,0.333333333333333,-12,49.4761904761905,0,0,0.238095238095238,0,1174,27.5,0.227272727272727,0,843,27.5,1168752.39,647743.75,482653.68,"CA-1-2002",-35,1035,52.7127645212,5,475658.62,10,49.4761904761905,0,0,1,0,TRUE,FALSE,NA,NA,NA,NA,NA,NA
"71",2002,36,1,48.8372093023256,14,0,1,1,1,0.363636363636364,-11,49.4761904761905,0,0,0.227272727272727,0,1035,27.5,0.217391304347826,0,1174,27.5,757216.3,1168752.39,387342.7,"CA-1-2002",-35,1267,52.7127645212,5,482653.68,11,49.4761904761905,0,0,1,0,TRUE,FALSE,NA,NA,NA,NA,NA,NA
"72",2002,36,1,48.8372093023256,14,0,1,1,1,0.391304347826087,-10,58.8732394366197,1,0,0.217391304347826,21,1267,24.5,0.208333333333333,0,1035,27.5,821688.14,757216.3,1041185.68,"CA-1-2002",-35,1301,52.7127645212,5,387342.7,12,49.4761904761905,0,0,1,0,TRUE,FALSE,NA,NA,NA,NA,NA,NA
"73",2002,36,1,48.8372093023256,14,0,1,1,1,0.416666666666667,-9,58.8732394366197,1,1,0.208333333333333,203,1301,24.5,0.24,21,1267,24.5,892158.4,821688.14,222332.76,"CA-1-2002",-35,1548,52.7127645212,5,1041185.68,13,58.8732394366197,0,0,1,0,TRUE,FALSE,NA,NA,NA,NA,NA,NA
